"situacao_residencia","natureza_ocupacao","grau_instrucao","estado_civil","faixa_renda","sexo","possui_cartao","utiliza_cartao_credito","utiliza_cartao_debito","possui_deposito_prazo","possui_limite_cheque_especial","possui_limite_cheque_especial_utilizado","possui_pacote_servico","possui_credito_comercial","possui_credito_repasse","possui_consorcio","possui_seguro_vida","possui_seguro_residencial","possui_seguro_automovel","possui_seguro_rural","possui_seguro_agricola","possui_convenios_debito_automatico","possui_cartao_black"
"Familiar","Profissional Liberal","Ensino Médio","Casado(A) - Comunhão Parcial","De 1 A 2 Salários Mínimos","M","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não",0
"Familiar","Profissional Liberal","Ensino Médio Incompleto","Solteiro(A)","De 1 A 2 Salários Mínimos","F","Sim","Não","Sim","Sim","Não","Não","Sim","Não","Não","Não","Não","Não","Não","Não","Não","Não",0
"Alugado","Aposentado Ou Pensionista","Fundamental Incompleto","Divorciado(A)","Até 1 Salário Mínimo","F","Sim","Não","Não","Sim","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não",0
"Familiar","Empregado Em Empresa Do Setor Privado","Ensino Médio","Casado(A) - Comunhão Universal","De 1 A 2 Salários Mínimos","F","Sim","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não",0
"Familiar","Profissional Liberal","Ensino Médio","Casado(A) - Comunhão Parcial","De 2 A 3 Salários Mínimos","M","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Não","Não","Não","Não","Não","Não","Não",0
"Familiar","Empregado Em Empresa Do Setor Privado","Fundamental Incompleto","Solteiro(A)","De 1 A 2 Salários Mínimos","M","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não",0
"Familiar","Aposentado Ou Pensionista","Ensino Fundamental","Separado(A) - Judicialmente","Até 1 Salário Mínimo","F","Sim","Não","Não","Sim","Não","Não","Sim","Não","Não","Não","Não","Não","Não","Não","Não","Não",0
"Alugado","Sem Vinculo De Emprego","Ensino Médio Incompleto","Divorciado(A)","De 2 A 3 Salários Mínimos","F","Sim","Sim","Não","Não","Não","Não","Sim","Não","Não","Não","Não","Não","Não","Não","Não","Não",0
"Familiar","Sem Vinculo De Emprego","Ensino Fundamental","Casado(A) - Comunhão Parcial","De 5 A 10 Salários Mínimos","M","Sim","Não","Sim","Não","Não","Não","Sim","Não","Sim","Não","Não","Sim","Não","Não","Não","Não",0
"Alugado","Aposentado Ou Pensionista","Analfabeto","Solteiro(A)","Até 1 Salário Mínimo","M","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não",0
"Financiado Próprio","Profissional Liberal","Fundamental Incompleto","Separado(A) - Judicialmente","De 1 A 2 Salários Mínimos","M","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não",0
"Familiar","Não Utilizado","Ensino Médio","Casado(A) - Comunhão Parcial","Até 1 Salário Mínimo","F","Sim","Sim","Sim","Sim","Não","Não","Sim","Não","Não","Não","Não","Não","Não","Não","Não","Não",0
"Quitado E Próprio","Servidor Público Da Administração Direta","Pos Graduado","Casado(A) - Comunhão Parcial","De 3 A 5 Salários Mínimos","F","Sim","Não","Não","Não","Sim","Sim","Sim","Sim","Não","Não","Não","Não","Não","Não","Não","Não",0
"Quitado E Próprio","Servidor Público Da Administração Direta","Ensino Médio","Solteiro(A)","Até 1 Salário Mínimo","F","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não",0
"Quitado E Próprio","Servidor Público Da Administração Direta","Pos Graduado","Solteiro(A)","De 1 A 2 Salários Mínimos","M","Não","Não","Não","Não","Sim","Sim","Não","Sim","Não","Não","Não","Não","Não","Não","Não","Não",0
"Familiar","Empregado Titular Ou Propr De Empresa","Ensino Médio","Casado(A) - Comunhão Parcial","De 1 A 2 Salários Mínimos","M","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não",0
"Alugado","Não Utilizado","Ensino Fundamental","Casado(A) - Comunhão Parcial","Até 1 Salário Mínimo","F","Sim","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não",0
"Familiar","Aposentado Ou Pensionista","Ensino Fundamental","Viúvo(A)","De 3 A 5 Salários Mínimos","F","Sim","Não","Não","Não","Sim","Sim","Sim","Não","Não","Não","Não","Não","Não","Não","Não","Não",0
"Quitado E Próprio","Aposentado Ou Pensionista","Superior Completo","Solteiro(A)","De 5 A 10 Salários Mínimos","F","Sim","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não",0
"Familiar","Funcionário Empresa Publ Ou De Econom Mista","Ensino Médio","Solteiro(A)","De 2 A 3 Salários Mínimos","F","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não",0
"Quitado E Próprio","Funcionário Empresa Publ Ou De Econom Mista","Ensino Médio","Solteiro(A)","De 1 A 2 Salários Mínimos","F","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não",0
"Familiar","Empregado Em Empresa Do Setor Privado","Superior Completo","Solteiro(A)","De 2 A 3 Salários Mínimos","F","Sim","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não",0
"Familiar","Empregado Titular Ou Propr De Empresa","Pos Graduado","Solteiro(A)","De 2 A 3 Salários Mínimos","F","Sim","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não",0
"Familiar","Empregado Titular Ou Propr De Empresa","Superior Incompleto","Solteiro(A)","De 3 A 5 Salários Mínimos","M","Sim","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não",0
"Alugado","Profissional Liberal","Ensino Médio","Casado(A) - Comunhão Parcial","De 2 A 3 Salários Mínimos","M","Sim","Não","Não","Não","Não","Não","Sim","Sim","Não","Não","Sim","Não","Não","Não","Não","Não",0
"Alugado","Empregado Em Empresa Do Setor Privado","Ensino Fundamental","Solteiro(A)","De 2 A 3 Salários Mínimos","F","Sim","Não","Sim","Não","Sim","Não","Sim","Sim","Não","Não","Sim","Não","Não","Não","Não","Não",0
"Familiar","Não Utilizado","Ensino Médio","Casado(A) - Comunhão Universal","De 1 A 2 Salários Mínimos","M","Sim","Não","Não","Não","Sim","Sim","Não","Sim","Não","Não","Não","Não","Não","Não","Não","Não",0
"Quitado E Próprio","Servidor Público Da Administração Direta","Pos Graduado","Solteiro(A)","De 2 A 3 Salários Mínimos","F","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não",0
"Quitado E Próprio","Sem Vinculo De Emprego","Ensino Médio","Casado(A) - Comunhão Universal","Até 1 Salário Mínimo","F","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não",0
"Quitado E Próprio","Sem Vinculo De Emprego","Ensino Fundamental","Casado(A) - Comunhão Universal","Até 1 Salário Mínimo","F","Sim","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não",0
"Quitado E Próprio","Sem Vinculo De Emprego","Ensino Fundamental","Viúvo(A)","De 1 A 2 Salários Mínimos","F","Não","Não","Não","Sim","Não","Não","Sim","Não","Não","Não","Não","Não","Não","Não","Não","Não",0
"Familiar","Não Utilizado","Ensino Fundamental","Casado(A) - Comunhão Parcial","De 1 A 2 Salários Mínimos","F","Sim","Não","Não","Não","Não","Não","Sim","Não","Não","Não","Não","Não","Não","Não","Não","Não",0
"Alugado","Servidor Público Da Administração Direta","Ensino Fundamental","Separado(A) - Judicialmente","Até 1 Salário Mínimo","F","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não",0
"Quitado E Próprio","Servidor Público Da Administração Direta","Superior Completo","Casado(A) - Comunhão Universal","De 2 A 3 Salários Mínimos","F","Sim","Não","Não","Não","Não","Não","Sim","Não","Não","Não","Não","Não","Não","Não","Não","Não",0
"Familiar","Sem Vinculo De Emprego","Ensino Fundamental","Casado(A) - Comunhão Universal","Até 1 Salário Mínimo","F","Não","Não","Não","Sim","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não",0
"Alugado","Empregado Em Empresa Do Setor Privado","Fundamental Incompleto","Solteiro(A)","De 1 A 2 Salários Mínimos","M","Sim","Não","Não","Sim","Sim","Sim","Sim","Sim","Sim","Não","Não","Não","Não","Não","Não","Não",0
"Familiar","Empregado Em Empresa Do Setor Privado","Ensino Médio","Casado(A) - Comunhão Parcial","De 1 A 2 Salários Mínimos","M","Sim","Sim","Sim","Sim","Sim","Não","Sim","Não","Não","Não","Não","Não","Sim","Não","Não","Não",0
"Alugado","Empregado Em Empresa Do Setor Privado","Superior Completo","Solteiro(A)","De 3 A 5 Salários Mínimos","M","Sim","Não","Não","Não","Sim","Sim","Sim","Não","Não","Não","Não","Não","Não","Não","Não","Não",0
"Alugado","Não Utilizado","Ensino Médio","Solteiro(A)","De 1 A 2 Salários Mínimos","M","Sim","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não",0
"Quitado E Próprio","Profissional Liberal","Ensino Médio","Casado(A) - Comunhão Universal","De 1 A 2 Salários Mínimos","F","Sim","Sim","Sim","Não","Não","Não","Sim","Não","Não","Não","Sim","Não","Não","Não","Não","Não",0
"Quitado E Próprio","Servidor Público Da Administração Direta","Ensino Médio","Solteiro(A)","De 2 A 3 Salários Mínimos","M","Não","Não","Não","Não","Não","Não","Não","Sim","Não","Não","Não","Não","Não","Não","Não","Não",0
"Familiar","Profissional Liberal","Ensino Médio Incompleto","Solteiro(A)","De 1 A 2 Salários Mínimos","F","Sim","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não",0
"Familiar","Servidor Público Da Administração Direta","Mestrado","Solteiro(A)","De 2 A 3 Salários Mínimos","M","Sim","Não","Não","Sim","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não",0
"Familiar","Empregado Em Empresa Do Setor Privado","Superior Incompleto","Casado(A) - Comunhão Parcial","Até 1 Salário Mínimo","F","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não",0
"Familiar","Não Utilizado","Ensino Médio","Solteiro(A)","De 3 A 5 Salários Mínimos","F","Sim","Não","Não","Não","Sim","Não","Sim","Sim","Não","Não","Sim","Não","Não","Não","Não","Não",0
"Quitado E Próprio","Empregado Titular Ou Propr De Empresa","Pos Graduado","Casado(A) - Comunhão Universal","Até 1 Salário Mínimo","M","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não",0
"Cedido","Sem Vinculo De Emprego","Ensino Médio","Casado(A) - Comunhão Parcial","Até 1 Salário Mínimo","M","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não",0
"Financiado Próprio","Não Utilizado","Ensino Fundamental","Casado(A) - Comunhão Universal","Até 1 Salário Mínimo","M","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não",0
"Familiar","Funcionário Empresa Publ Ou De Econom Mista","Ensino Médio","Solteiro(A)","De 1 A 2 Salários Mínimos","F","Sim","Sim","Sim","Sim","Sim","Não","Sim","Não","Não","Não","Não","Não","Não","Não","Não","Não",0
"Alugado","Sem Vinculo De Emprego","Ensino Médio","Solteiro(A)","De 1 A 2 Salários Mínimos","M","Sim","Não","Não","Sim","Não","Não","Não","Não","Não","Não","Não","Sim","Não","Não","Não","Não",0
"Familiar","Aposentado Ou Pensionista","Ensino Médio Incompleto","Casado(A) - Comunhão Parcial","De 1 A 2 Salários Mínimos","M","Sim","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não",0
"Familiar","Empregado Titular Ou Propr De Empresa","Pos Graduado","Separado(A) - Judicialmente","De 3 A 5 Salários Mínimos","F","Sim","Sim","Não","Sim","Sim","Não","Sim","Sim","Sim","Sim","Sim","Não","Não","Não","Não","Não",0
"Quitado E Próprio","Não Utilizado","Fundamental Incompleto","Solteiro(A)","Até 1 Salário Mínimo","M","Sim","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não",0
"Quitado E Próprio","Servidor Público Da Administração Direta","Pos Graduado","Solteiro(A)","De 2 A 3 Salários Mínimos","F","Não","Não","Não","Não","Não","Não","Sim","Não","Não","Não","Não","Não","Não","Não","Não","Não",0
"Quitado E Próprio","Profissional Liberal","Ensino Fundamental","Casado(A) - Comunhão Parcial","De 1 A 2 Salários Mínimos","M","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não",0
"Familiar","Aposentado Ou Pensionista","Ensino Fundamental","Solteiro(A)","Até 1 Salário Mínimo","F","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não",0
"Alugado","Aposentado Ou Pensionista","Ensino Médio","Casado(A) - Comunhão Universal","Até 1 Salário Mínimo","M","Sim","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não",0
"Financiado Próprio","Servidor Público Da Administração Direta","Pos Graduado","Solteiro(A)","De 5 A 10 Salários Mínimos","F","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não",0
"Quitado E Próprio","Não Utilizado","Ensino Fundamental","Casado(A) - Comunhão Parcial","De 1 A 2 Salários Mínimos","F","Sim","Não","Sim","Não","Sim","Não","Sim","Não","Não","Não","Não","Não","Não","Não","Não","Não",0
"Familiar","Aposentado Ou Pensionista","Ensino Fundamental","Casado(A) - Comunhão Universal","Até 1 Salário Mínimo","F","Não","Não","Não","Sim","Não","Não","Sim","Não","Não","Não","Não","Não","Não","Não","Não","Não",0
"Quitado E Próprio","Empregado Em Empresa Do Setor Privado","Ensino Médio","Casado(A) - Comunhão Parcial","Até 1 Salário Mínimo","F","Sim","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não",0
"Familiar","Aposentado Ou Pensionista","Ensino Médio","Casado(A) - Comunhão Parcial","Até 1 Salário Mínimo","F","Sim","Não","Não","Sim","Sim","Não","Sim","Não","Não","Não","Não","Não","Não","Não","Não","Não",0
"Familiar","Empregado Em Empresa Do Setor Privado","Pos Graduado","Casado(A) - Comunhão Parcial","De 1 A 2 Salários Mínimos","F","Sim","Sim","Sim","Sim","Sim","Não","Sim","Sim","Sim","Não","Não","Não","Sim","Não","Não","Não",0
"Familiar","Profissional Liberal","Ensino Fundamental","Solteiro(A)","De 1 A 2 Salários Mínimos","M","Sim","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não",0
"Alugado","Aposentado Ou Pensionista","Fundamental Incompleto","Casado(A) - Comunhão Parcial","Até 1 Salário Mínimo","M","Sim","Não","Não","Sim","Não","Não","Sim","Não","Não","Não","Não","Não","Não","Não","Não","Não",0
"Familiar","Profissional Liberal","Ensino Fundamental","Solteiro(A)","Até 1 Salário Mínimo","M","Sim","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não",0
"Quitado E Próprio","Não Utilizado","Ensino Fundamental","Casado(A) - Comunhão Parcial","De 5 A 10 Salários Mínimos","F","Sim","Não","Não","Não","Sim","Não","Não","Não","Sim","Não","Não","Não","Não","Não","Não","Não",0
"Cedido","Empregado De Pessoa Física","Ensino Fundamental","Separado(A) - Judicialmente","De 1 A 2 Salários Mínimos","F","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não",0
"Cedido","Sem Vinculo De Emprego","Ensino Médio","Solteiro(A)","Até 1 Salário Mínimo","M","Não","Não","Não","Não","Não","Não","Sim","Não","Não","Não","Não","Não","Não","Não","Não","Não",0
"Quitado E Próprio","Sem Vinculo De Emprego","Ensino Médio","Casado(A) - Comunhão Universal","Até 1 Salário Mínimo","M","Sim","Não","Não","Não","Não","Não","Sim","Não","Não","Não","Não","Não","Não","Não","Não","Não",0
"Quitado E Próprio","Sem Vinculo De Emprego","Ensino Médio","Casado(A) - Comunhão Parcial","De 1 A 2 Salários Mínimos","M","Sim","Sim","Sim","Não","Não","Não","Sim","Não","Não","Não","Não","Não","Não","Não","Não","Não",0
"Familiar","Empregado Em Empresa Do Setor Privado","Ensino Fundamental","Solteiro(A)","Até 1 Salário Mínimo","F","Não","Não","Não","Sim","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não",0
"Alugado","Empregado Em Empresa Do Setor Privado","Ensino Fundamental","Solteiro(A)","De 1 A 2 Salários Mínimos","F","Sim","Não","Não","Não","Sim","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não",0
"Quitado E Próprio","Sem Vinculo De Emprego","Ensino Médio","Casado(A) - Comunhão Parcial","Até 1 Salário Mínimo","F","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não",0
